order_id,customer_id,order_date,amount,category,returned
O003495,C00553,2026-05-07,1475.55,beauty,0
O003496,C00553,2026-07-24,5338.24,home,0
O003497,C00553,2026-04-27,14348.33,home,0
O003498,C00553,2026-08-08,8354.5,home,0
O003499,C00553,2026-03-23,5100.04,apparel,0
O003500,C00553,2026-08-09,12579.77,grocery,0
O003501,C00553,2026-08-30,4400.78,grocery,0
O003502,C00553,2026-05-07,3905.86,electronics,0
O003503,C00553,2026-07-05,4301.17,grocery,0
O003504,C00553,2026-04-01,14599.59,beauty,0
O003505,C00553,2026-05-24,8997.88,home,1
O003506,C00553,2026-06-27,2475.19,apparel,0
O003507,C00395,2026-07-04,13912.96,grocery,0
O003508,C00395,2026-07-01,6365.88,beauty,0
O003509,C00395,2026-04-25,5168.83,electronics,0
O003510,C00395,2026-08-02,9458.95,electronics,0
O003511,C00395,2026-07-04,13914.03,electronics,0
O003512,C00494,2026-04-25,6652.87,beauty,0
O003513,C00494,2026-08-17,749.75,home,0
O003514,C00494,2026-07-24,3764.53,beauty,0
O003515,C00494,2026-08-22,6126.27,apparel,0
O003516,C00494,2026-04-28,12786.92,home,0
O003517,C00494,2026-05-01,12126.58,home,0
O003518,C00494,2026-06-29,5109.0,beauty,0
O003519,C00494,2026-06-04,1779.7,electronics,0
O003520,C00590,2026-05-03,14035.3,apparel,0
O003521,C00590,2026-04-21,330.68,apparel,0
O003522,C00876,2026-06-28,14760.41,home,0
O003523,C00876,2026-08-27,13795.83,home,0
O003524,C00547,2026-04-30,5153.08,electronics,0
O003525,C00547,2026-08-26,1510.48,electronics,0
O003526,C00547,2026-05-27,12375.02,apparel,0
O003527,C00547,2026-04-29,13486.73,beauty,0
O003528,C00547,2026-03-12,9022.54,grocery,0
O003529,C00547,2026-06-19,1353.74,grocery,0
O003530,C00547,2026-08-03,1254.66,grocery,0
O003531,C00547,2026-07-18,2613.69,grocery,0
O003532,C00547,2026-08-18,9215.31,home,0
O003533,C00547,2026-07-14,12826.7,apparel,1
O003534,C00547,2026-07-22,12210.98,home,0
O003535,C00547,2026-06-26,4804.06,beauty,0
O003536,C00679,2026-04-11,3756.34,home,0
O003537,C00679,2026-04-06,3395.05,beauty,0
O003538,C00679,2026-04-21,2581.72,electronics,0
O003539,C00679,2026-03-18,13164.58,apparel,1
O003540,C00679,2026-07-02,6899.13,apparel,0
O003541,C00679,2026-05-11,4452.39,home,0
O003542,C00679,2026-06-14,8815.27,beauty,0
O003543,C00679,2026-05-29,2102.49,grocery,0
O003544,C00161,2026-04-02,9945.87,home,0
O003545,C00161,2026-07-04,3114.88,electronics,0
O003546,C00161,2026-07-27,12664.48,home,1
O003547,C00161,2026-06-09,12244.03,beauty,0
O003548,C00161,2026-07-27,6143.1,home,0
O003549,C00161,2026-04-20,12291.98,beauty,0
O003550,C00161,2026-06-28,14383.56,grocery,0
O003551,C00161,2026-07-16,3004.24,apparel,0
O003552,C00161,2026-08-14,6412.28,beauty,0
O003553,C00161,2026-06-20,5217.98,electronics,0
O003554,C00161,2026-07-11,3828.34,grocery,0
O003555,C00886,2026-08-05,13637.41,apparel,0
O003556,C00886,2026-08-27,11631.64,home,0
O003557,C00886,2026-06-18,12063.07,home,0
O003558,C00886,2026-06-30,1837.58,grocery,0
O003559,C00886,2026-08-22,2472.75,grocery,0
O003560,C00886,2026-04-30,6043.15,grocery,0
O003561,C00886,2026-03-28,9303.22,grocery,0
O003562,C00886,2026-04-26,11614.76,electronics,0
O003563,C00886,2026-04-08,10870.88,grocery,0
O003564,C00231,2026-03-29,5189.3,beauty,0
O003565,C00231,2026-03-10,14486.76,electronics,0
O003566,C00231,2026-08-29,13210.05,beauty,0
O003567,C00231,2026-08-03,9248.78,apparel,0
O003568,C00231,2026-06-27,12571.59,apparel,0
O003569,C00231,2026-06-03,4714.15,electronics,0
O003570,C00777,2026-04-03,8819.59,beauty,0
O003571,C00777,2026-03-20,8101.92,electronics,0
O003572,C00777,2026-07-21,12376.15,apparel,0
O003573,C00777,2026-04-11,6621.16,electronics,0
O003574,C00777,2026-03-31,4322.43,grocery,0
O003575,C00109,2026-08-23,11571.65,home,0
O003576,C00109,2026-06-09,10050.72,beauty,0
O003577,C00109,2026-08-03,3437.19,grocery,0
O003578,C00109,2026-03-17,2003.31,apparel,0
O003579,C00109,2026-06-09,6018.69,home,0
O003580,C00109,2026-05-11,9944.71,electronics,1
O003581,C00109,2026-05-06,1471.25,apparel,0
O003582,C00109,2026-08-30,604.16,apparel,0
O003583,C00678,2026-08-21,4597.05,home,0
O003584,C00678,2026-06-17,13617.53,apparel,0
O003585,C00678,2026-05-15,5613.02,home,0
O003586,C00678,2026-04-15,8272.1,grocery,0
O003587,C00678,2026-05-03,1420.52,apparel,0
O003588,C00678,2026-07-09,12839.55,electronics,0
O003589,C00112,2026-07-24,4269.75,apparel,0
O003590,C00112,2026-08-08,6933.99,electronics,1
O003591,C00112,2026-05-28,12577.31,grocery,0
O003592,C00112,2026-05-19,2094.83,grocery,0
O003593,C00112,2026-05-13,1524.04,electronics,0
O003594,C00140,2026-06-08,12157.05,grocery,0
O003595,C00140,2026-08-11,10962.13,grocery,0
O003596,C00140,2026-06-30,11961.65,electronics,0
O003597,C00140,2026-04-03,2685.69,home,0
O003598,C00140,2026-08-22,12283.7,grocery,0
O003599,C00140,2026-08-07,14869.37,home,0
O003600,C00140,2026-04-02,12846.54,beauty,1
O003601,C00848,2026-03-16,2762.59,grocery,0
O003602,C00848,2026-04-25,11669.91,electronics,0
O003603,C00848,2026-03-10,11246.37,beauty,0
O003604,C00812,2026-03-17,5992.95,home,0
O003605,C00812,2026-05-06,916.88,beauty,0
O003606,C00812,2026-05-02,8692.81,electronics,0
O003607,C00812,2026-06-27,14028.62,home,0
O003608,C00812,2026-06-01,12611.53,home,0
O003609,C00812,2026-08-20,1552.81,electronics,0
O003610,C00812,2026-05-07,8552.76,electronics,0
O003611,C00812,2026-05-22,7259.42,grocery,0
O003612,C00812,2026-03-21,10970.78,home,0
O003613,C00812,2026-04-06,12219.19,home,0
O003614,C00825,2026-07-27,12922.26,electronics,0
O003615,C00825,2026-07-05,10072.91,apparel,0
O003616,C00825,2026-04-21,12290.69,apparel,0
O003617,C00825,2026-06-27,12791.13,electronics,0
O003618,C00825,2026-03-19,5647.64,beauty,0
O003619,C00637,2026-08-15,6281.0,electronics,0
O003620,C00637,2026-03-14,5117.98,electronics,0
O003621,C00637,2026-04-05,13991.73,grocery,0
O003622,C00637,2026-08-30,1771.8,electronics,0
O003623,C00637,2026-07-30,4183.74,home,1
O003624,C00637,2026-08-25,2118.79,grocery,0
O003625,C00464,2026-05-17,4878.88,grocery,1
O003626,C00464,2026-03-29,13720.71,electronics,0
O003627,C00464,2026-04-04,8369.37,grocery,0
O003628,C00464,2026-08-07,8327.15,grocery,0
O003629,C00464,2026-03-31,1776.41,beauty,0
O003630,C00326,2026-04-17,13206.07,electronics,0
O003631,C00326,2026-07-29,4255.01,electronics,0
O003632,C00676,2026-08-23,1870.38,beauty,0
O003633,C00676,2026-06-06,12199.66,beauty,1
O003634,C00676,2026-05-12,4184.95,grocery,0
O003635,C00676,2026-08-22,13456.86,apparel,0
O003636,C00925,2026-05-24,3021.4,grocery,1
O003637,C00925,2026-08-23,1826.94,electronics,1
O003638,C00925,2026-05-17,11012.61,apparel,1
O003639,C00755,2026-06-19,3807.22,beauty,0
O003640,C00755,2026-07-24,7987.73,home,1
O003641,C00755,2026-07-02,11028.81,apparel,0
O003642,C00755,2026-05-24,3797.3,beauty,0
O003643,C00268,2026-04-14,6010.08,grocery,0
O003644,C00268,2026-05-12,2302.29,grocery,0
O003645,C00268,2026-06-30,8801.48,home,0
O003646,C00268,2026-05-13,12885.26,electronics,0
O003647,C00268,2026-07-08,4048.49,grocery,0
O003648,C00574,2026-07-18,11277.75,apparel,0
O003649,C00574,2026-08-19,12272.36,grocery,0
O003650,C00574,2026-06-08,10164.05,apparel,0
O003651,C00574,2026-03-09,3693.58,apparel,0
O003652,C00574,2026-06-24,11049.41,beauty,0
O003653,C00574,2026-05-31,3506.59,electronics,0
O003654,C00574,2026-08-12,9882.24,electronics,0
O003655,C00574,2026-03-24,502.27,electronics,0
O003656,C00574,2026-09-04,6872.0,apparel,0
O003657,C00243,2026-06-28,13071.38,home,0
O003658,C00243,2026-07-05,5867.25,grocery,0
O003659,C00243,2026-04-20,6818.15,apparel,0
O003660,C00243,2026-03-22,2444.96,beauty,0
O003661,C00243,2026-04-28,13088.28,apparel,0
O003662,C00243,2026-07-24,14252.4,beauty,0
O003663,C00243,2026-05-18,344.94,beauty,1
O003664,C00243,2026-06-24,11786.48,electronics,0
O003665,C00243,2026-05-05,8006.95,apparel,0
O003666,C00243,2026-04-14,13255.21,apparel,0
O003667,C00243,2026-04-28,2902.78,electronics,0
O003668,C00243,2026-07-22,11510.71,electronics,0
O003669,C00869,2026-05-11,3253.58,home,0
O003670,C00869,2026-05-25,14463.57,home,0
O003671,C00869,2026-05-23,3542.32,apparel,0
O003672,C00869,2026-04-20,3745.99,beauty,1
O003673,C00869,2026-03-25,14801.45,grocery,0
O003674,C00869,2026-03-23,14029.45,electronics,0
O003675,C00869,2026-04-21,5751.26,home,0
O003676,C00869,2026-06-22,4295.64,grocery,0
O003677,C00869,2026-06-23,11272.12,electronics,0
O003678,C00869,2026-05-20,14370.17,electronics,0
O003679,C00869,2026-03-18,4457.36,apparel,0
O003680,C00446,2026-08-27,12881.0,grocery,0
O003681,C00446,2026-04-17,8089.81,apparel,0
O003682,C00446,2026-05-05,14668.54,electronics,0
O003683,C00446,2026-08-28,587.68,grocery,0
O003684,C00446,2026-04-13,5317.05,beauty,0
O003685,C00446,2026-04-14,1894.45,home,0
O003686,C00446,2026-08-16,6545.28,home,0
O003687,C00446,2026-05-27,9544.05,grocery,0
O003688,C00446,2026-04-08,5546.25,beauty,0
O003689,C00446,2026-07-17,3185.15,apparel,0
O003690,C00446,2026-07-30,12909.61,home,0
O003691,C00446,2026-04-04,3845.16,home,0
O003692,C00064,2026-03-15,1421.14,grocery,1
O003693,C00064,2026-08-22,3700.18,electronics,0
O003694,C00064,2026-04-26,6361.69,electronics,0
O003695,C00064,2026-04-15,14849.69,grocery,0
O003696,C00064,2026-05-08,2295.1,apparel,0
O003697,C00064,2026-06-05,1723.79,home,0
O003698,C00064,2026-05-04,8936.24,electronics,1
O003699,C00064,2026-04-13,9752.38,beauty,0
O003700,C00064,2026-04-29,1674.2,apparel,0
O003701,C00077,2026-05-26,12139.61,grocery,1
O003702,C00077,2026-04-18,9547.87,apparel,0
O003703,C00077,2026-07-14,10428.25,grocery,1
O003704,C00077,2026-03-29,11432.7,electronics,1
O003705,C00077,2026-03-12,7496.38,apparel,0
O003706,C00077,2026-05-06,13345.78,electronics,0
O003707,C00077,2026-04-23,8868.32,grocery,1
O003708,C00077,2026-07-15,6578.45,home,0
O003709,C00077,2026-06-04,11373.91,grocery,0
O003710,C00077,2026-07-25,695.42,electronics,0
O003711,C00077,2026-06-29,8704.05,home,0
O003712,C00404,2026-05-28,11066.87,apparel,0
O003713,C00404,2026-06-14,3205.38,home,0
O003714,C00404,2026-07-30,10026.42,apparel,0
O003715,C00404,2026-07-21,762.92,apparel,0
O003716,C00404,2026-07-18,11421.86,home,0
O003717,C00787,2026-08-11,10412.38,apparel,0
O003718,C00787,2026-07-14,412.06,home,0
O003719,C00787,2026-05-24,2873.91,beauty,1
O003720,C00787,2026-08-07,11536.94,apparel,0
O003721,C00787,2026-08-15,6401.28,beauty,1
O003722,C00787,2026-06-21,12245.21,home,0
O003723,C00787,2026-08-17,10791.72,grocery,0
O003724,C00787,2026-03-14,14001.17,grocery,0
O003725,C00787,2026-03-15,13329.91,apparel,0
O003726,C00787,2026-06-24,9035.76,grocery,0
O003727,C00787,2026-08-09,6901.16,apparel,0
O003728,C00787,2026-08-31,11982.33,home,0
O003729,C00518,2026-07-13,11645.6,electronics,0
O003730,C00518,2026-05-08,4644.35,grocery,0
O003731,C00518,2026-07-25,1638.06,grocery,0
O003732,C00518,2026-07-24,10509.41,electronics,0
O003733,C00518,2026-08-30,10593.96,electronics,0
O003734,C00518,2026-04-05,6100.72,grocery,0
O003735,C00518,2026-06-27,12305.55,electronics,0
O003736,C00820,2026-08-23,13174.25,apparel,0
O003737,C00820,2026-05-02,1046.15,grocery,0
O003738,C00820,2026-05-22,1390.34,grocery,0
O003739,C00820,2026-08-02,5284.95,grocery,0
O003740,C00820,2026-06-30,4138.76,grocery,1
O003741,C00820,2026-03-18,2921.16,beauty,0
O003742,C00820,2026-04-07,12617.15,apparel,0
O003743,C00820,2026-08-28,3541.46,electronics,0
O003744,C00820,2026-08-12,9485.15,electronics,0
O003745,C00820,2026-07-13,9617.66,electronics,0
O003746,C00750,2026-03-26,5263.92,electronics,0
O003747,C00750,2026-07-12,11766.7,electronics,0
O003748,C00750,2026-07-15,10929.42,electronics,0
O003749,C00750,2026-06-11,11436.11,grocery,0
O003750,C00750,2026-06-02,10412.96,beauty,0
O003751,C00750,2026-08-28,1744.43,grocery,0
O003752,C00750,2026-05-03,1141.54,grocery,0
O003753,C00891,2026-03-21,14829.52,home,0
O003754,C00891,2026-06-07,1992.82,grocery,0
O003755,C00594,2026-04-29,8322.9,apparel,0
O003756,C00594,2026-04-14,8772.86,beauty,0
O003757,C00594,2026-03-16,7976.67,electronics,0
O003758,C00594,2026-05-06,12418.05,home,0
O003759,C00594,2026-04-18,11888.15,home,0
O003760,C00594,2026-08-19,893.63,beauty,0
O003761,C00594,2026-05-09,948.95,electronics,0
O003762,C00594,2026-03-20,4140.89,apparel,1
O003763,C00594,2026-04-08,9659.02,electronics,0
O003764,C00594,2026-04-22,7883.59,grocery,0
O003765,C00594,2026-06-21,5852.5,electronics,0
O003766,C00594,2026-08-10,2494.31,home,0
O003767,C00423,2026-08-09,5028.11,electronics,0
O003768,C00423,2026-08-18,12377.2,grocery,0
O003769,C00423,2026-05-19,915.54,electronics,0
O003770,C00423,2026-03-18,1079.64,apparel,0
O003771,C00423,2026-04-09,9150.91,grocery,0
O003772,C00423,2026-04-09,9385.94,electronics,0
O003773,C00423,2026-08-14,11745.62,grocery,0
O003774,C00423,2026-06-25,1248.36,home,0
O003775,C00423,2026-07-05,13943.64,beauty,0
O003776,C00423,2026-05-02,8070.06,grocery,0
O003777,C00533,2026-05-29,14443.64,apparel,0
O003778,C00533,2026-05-23,7262.53,apparel,0
O003779,C00533,2026-05-13,5857.89,apparel,0
O003780,C00533,2026-04-13,1243.24,home,0
O003781,C00533,2026-06-04,10193.1,apparel,0
O003782,C00533,2026-08-01,9400.4,home,0
O003783,C00533,2026-05-13,7969.34,home,0
O003784,C00533,2026-07-28,2631.32,apparel,0
O003785,C00533,2026-08-25,11420.25,apparel,0
O003786,C00533,2026-08-02,10960.86,grocery,0
O003787,C00238,2026-09-04,4850.9,home,0
O003788,C00238,2026-08-03,13139.63,beauty,0
O003789,C00238,2026-04-08,14738.46,beauty,0
O003790,C00238,2026-04-16,14208.28,home,0
O003791,C00238,2026-04-17,13034.22,electronics,0
O003792,C00238,2026-04-03,11893.29,home,0
O003793,C00238,2026-06-18,10342.8,home,0
O003794,C00238,2026-04-07,13022.38,electronics,0
O003795,C00045,2026-07-08,4412.88,home,0
O003796,C00045,2026-08-10,14411.58,grocery,0
O003797,C00045,2026-04-23,13795.36,apparel,0
O003798,C00045,2026-03-10,5715.07,grocery,0
O003799,C00045,2026-04-04,7925.58,home,0
O003800,C00045,2026-03-12,14595.4,beauty,0
O003801,C00045,2026-04-04,10548.7,home,0
O003802,C00045,2026-05-12,10396.36,electronics,1
O003803,C00045,2026-05-25,4583.23,apparel,0
O003804,C00045,2026-06-28,3371.38,home,0
O003805,C00045,2026-03-29,8035.32,grocery,0
O003806,C00045,2026-04-19,10720.51,beauty,0
O003807,C00841,2026-04-17,12147.44,electronics,0
O003808,C00841,2026-08-26,9117.87,grocery,1
O003809,C00841,2026-03-10,13215.37,electronics,0
O003810,C00841,2026-04-22,9214.91,apparel,0
O003811,C00841,2026-03-13,1643.85,apparel,0
O003812,C00287,2026-04-20,3618.05,beauty,0
O003813,C00287,2026-04-16,10933.4,electronics,0
O003814,C00287,2026-04-27,9294.56,grocery,0
O003815,C00287,2026-05-27,14437.0,beauty,0
O003816,C00287,2026-06-07,14422.88,beauty,0
O003817,C00287,2026-06-02,10888.21,grocery,0
O003818,C00287,2026-03-22,456.88,apparel,0
O003819,C00287,2026-07-29,690.57,electronics,0
O003820,C00287,2026-07-21,5218.45,beauty,0
O003821,C00923,2026-04-01,12612.67,grocery,1
O003822,C00923,2026-07-17,3892.47,beauty,1
O003823,C00923,2026-08-30,9661.45,beauty,1
O003824,C00927,2026-05-31,14417.42,beauty,1
O003825,C00927,2026-08-08,13269.53,apparel,0
O003826,C00927,2026-06-05,9263.22,home,1
O003827,C00927,2026-05-18,1151.79,home,1
O003828,C00927,2026-08-14,12185.15,grocery,1
O003829,C00927,2026-03-11,8752.91,electronics,1
O003830,C00504,2026-06-01,3700.84,grocery,0
O003831,C00504,2026-08-22,12619.56,grocery,0
O003832,C00504,2026-05-30,14954.91,apparel,0
O003833,C00504,2026-04-05,10927.42,apparel,0
O003834,C00504,2026-08-06,7736.03,electronics,0
O003835,C00504,2026-06-09,4342.79,home,0
O003836,C00504,2026-07-05,1655.7,electronics,0
O003837,C00504,2026-07-05,12901.98,home,0
O003838,C00504,2026-05-15,8180.74,electronics,0
O003839,C00504,2026-08-01,9568.03,home,0
O003840,C00603,2026-08-14,11923.76,electronics,0
O003841,C00603,2026-05-09,1710.98,apparel,0
O003842,C00603,2026-04-26,12744.09,electronics,0
O003843,C00603,2026-08-30,13159.99,electronics,0
O003844,C00603,2026-08-01,3286.78,beauty,0
O003845,C00244,2026-03-20,1599.18,electronics,0
O003846,C00244,2026-04-11,10368.15,electronics,0
O003847,C00244,2026-05-01,11253.87,electronics,0
O003848,C00244,2026-07-11,11583.64,home,0
O003849,C00244,2026-05-19,5530.19,beauty,0
O003850,C00244,2026-04-18,2996.04,grocery,0
O003851,C00244,2026-03-19,9507.76,beauty,0
O003852,C00244,2026-03-24,8552.15,apparel,0
O003853,C00543,2026-08-31,11320.05,electronics,0
O003854,C00543,2026-04-11,4768.89,grocery,0
O003855,C00543,2026-09-01,8058.81,beauty,1
O003856,C00543,2026-04-22,5336.36,apparel,0
O003857,C00543,2026-07-29,10106.47,grocery,0
O003858,C00543,2026-06-29,8070.54,beauty,0
O003859,C00543,2026-06-24,3736.09,home,1
O003860,C00543,2026-08-05,2124.82,electronics,0
O003861,C00543,2026-04-28,6937.55,electronics,0
O003862,C00543,2026-08-14,998.12,home,0
O003863,C00543,2026-06-11,8838.4,electronics,0
O003864,C00738,2026-04-11,2972.14,electronics,0
O003865,C00738,2026-04-23,6960.69,home,0
O003866,C00738,2026-03-14,2734.34,grocery,0
O003867,C00738,2026-04-20,9469.5,beauty,0
O003868,C00738,2026-04-30,8718.91,beauty,0
O003869,C00738,2026-07-26,9954.54,grocery,0
O003870,C00107,2026-09-03,10270.71,beauty,0
O003871,C00107,2026-08-09,7976.52,apparel,0
O003872,C00107,2026-04-03,5682.85,beauty,0
O003873,C00107,2026-03-18,8660.79,apparel,0
O003874,C00107,2026-04-02,1813.28,electronics,0
O003875,C00107,2026-06-21,13343.87,grocery,0
O003876,C00107,2026-05-05,14630.35,apparel,0
O003877,C00107,2026-06-06,13390.93,electronics,0
O003878,C00107,2026-03-22,11770.92,apparel,0
O003879,C00107,2026-08-11,2377.0,beauty,0
O003880,C00107,2026-06-29,8529.78,electronics,0
O003881,C00107,2026-08-13,10585.26,grocery,0
O003882,C00315,2026-07-30,9711.52,beauty,0
O003883,C00315,2026-08-10,14593.44,electronics,0
O003884,C00315,2026-09-03,2856.54,apparel,0
O003885,C00315,2026-08-05,14162.56,apparel,0
O003886,C00315,2026-03-12,3539.84,grocery,0
O003887,C00315,2026-03-26,9857.79,grocery,0
O003888,C00315,2026-06-05,13486.87,electronics,0
O003889,C00315,2026-07-26,14719.77,electronics,0
O003890,C00315,2026-04-09,14412.3,electronics,0
O003891,C00386,2026-04-09,740.12,apparel,0
O003892,C00386,2026-07-15,11517.65,grocery,0
O003893,C00386,2026-08-10,6681.94,home,0
O003894,C00386,2026-04-03,8394.03,grocery,1
O003895,C00819,2026-05-04,9566.19,apparel,0
O003896,C00819,2026-03-19,7384.36,beauty,1
O003897,C00819,2026-08-27,12510.03,apparel,0
O003898,C00819,2026-05-20,12166.32,home,0
O003899,C00819,2026-03-20,14712.97,electronics,0
O003900,C00819,2026-06-02,3123.0,home,0
O003901,C00819,2026-08-14,2489.59,grocery,0
O003902,C00819,2026-08-26,4867.92,grocery,0
O003903,C00639,2026-07-27,14400.57,beauty,1
O003904,C00639,2026-05-28,314.38,grocery,0
O003905,C00639,2026-09-02,6042.89,beauty,0
O003906,C00639,2026-08-17,1110.72,beauty,1
O003907,C00639,2026-04-28,1403.33,apparel,0
O003908,C00639,2026-07-15,5222.16,electronics,0
O003909,C00809,2026-08-27,5815.31,electronics,0
O003910,C00809,2026-06-23,4404.93,home,0
O003911,C00355,2026-06-06,6961.11,apparel,0
O003912,C00355,2026-07-28,7970.57,grocery,0
O003913,C00355,2026-08-06,9738.48,apparel,0
O003914,C00355,2026-03-28,5714.91,home,0
O003915,C00355,2026-08-17,13467.06,beauty,0
O003916,C00355,2026-09-03,4438.06,apparel,0
O003917,C00355,2026-06-09,14161.08,apparel,0
O003918,C00355,2026-07-11,11515.61,beauty,0
O003919,C00355,2026-07-10,9065.79,home,0
O003920,C00355,2026-07-21,12040.4,beauty,0
O003921,C00355,2026-06-13,12442.29,beauty,0
O003922,C00355,2026-05-10,14735.14,grocery,0
O003923,C00555,2026-08-16,11732.78,electronics,0
O003924,C00555,2026-04-28,8002.53,grocery,0
O003925,C00555,2026-05-28,14563.37,apparel,0
O003926,C00555,2026-03-29,3712.06,apparel,0
O003927,C00555,2026-07-07,4918.74,apparel,0
O003928,C00555,2026-08-08,13762.54,beauty,0
O003929,C00555,2026-08-17,8306.88,electronics,0
O003930,C00555,2026-07-03,3312.28,apparel,0
O003931,C00555,2026-08-23,1455.34,apparel,0
O003932,C00555,2026-04-13,1955.51,beauty,1
O003933,C00555,2026-09-04,7845.43,home,0
O003934,C00239,2026-04-29,5826.92,apparel,0
O003935,C00239,2026-03-18,1392.74,grocery,0
O003936,C00239,2026-05-23,4189.6,electronics,0
O003937,C00239,2026-05-17,2779.8,grocery,0
O003938,C00025,2026-07-11,13002.61,home,1
O003939,C00025,2026-06-22,14604.25,electronics,0
O003940,C00025,2026-04-22,4485.98,electronics,0
O003941,C00025,2026-06-21,3311.89,home,0
O003942,C00025,2026-08-25,6155.89,grocery,0
O003943,C00025,2026-09-03,2384.07,beauty,0
O003944,C00025,2026-06-02,7644.98,grocery,0
O003945,C00420,2026-04-07,9694.22,beauty,0
O003946,C00420,2026-08-09,8958.2,apparel,0
O003947,C00420,2026-07-18,3142.77,grocery,0
O003948,C00420,2026-06-08,6472.06,grocery,0
O003949,C00007,2026-07-09,12497.29,grocery,0
O003950,C00007,2026-04-06,11440.81,apparel,0
O003951,C00007,2026-05-13,8228.59,electronics,0
O003952,C00007,2026-06-15,2905.08,home,0
O003953,C00007,2026-08-25,5275.53,grocery,0
O003954,C00007,2026-03-21,14408.58,electronics,0
O003955,C00007,2026-04-12,10631.44,grocery,0
O003956,C00007,2026-04-08,6601.73,electronics,0
O003957,C00007,2026-05-09,10591.64,beauty,0
O003958,C00007,2026-07-03,7598.03,beauty,0
O003959,C00155,2026-03-16,5666.77,electronics,0
O003960,C00155,2026-08-11,2411.35,apparel,0
O003961,C00155,2026-06-30,9548.87,home,0
O003962,C00155,2026-08-07,1566.98,beauty,0
O003963,C00155,2026-07-20,9995.46,electronics,0
O003964,C00155,2026-05-14,8224.4,beauty,0
O003965,C00155,2026-05-22,10395.19,beauty,0
O003966,C00155,2026-05-24,11067.6,grocery,0
O003967,C00155,2026-08-03,14074.89,electronics,0
O003968,C00155,2026-06-20,2339.54,grocery,0
O003969,C00252,2026-05-02,11397.96,electronics,0
O003970,C00252,2026-07-25,8153.61,home,0
O003971,C00252,2026-04-27,9464.52,grocery,0
O003972,C00252,2026-09-02,8336.87,electronics,0
O003973,C00252,2026-06-15,2165.05,electronics,0
O003974,C00252,2026-07-27,12036.26,grocery,0
O003975,C00252,2026-07-30,3678.05,grocery,0
O003976,C00252,2026-04-06,10872.08,home,0
O003977,C00858,2026-04-26,9202.29,grocery,0
O003978,C00858,2026-06-11,9553.89,electronics,0
O003979,C00858,2026-04-26,6942.4,grocery,0
O003980,C00858,2026-07-08,14447.72,electronics,0
O003981,C00858,2026-04-14,6788.66,home,0
O003982,C00858,2026-06-04,3758.63,grocery,0
O003983,C00858,2026-06-28,6040.29,apparel,0
O003984,C00858,2026-08-05,14590.01,apparel,0
O003985,C00858,2026-03-23,9349.07,home,1
O003986,C00858,2026-08-10,1446.48,grocery,0
O003987,C00201,2026-04-14,10056.28,beauty,0
O003988,C00201,2026-03-28,8123.3,beauty,0
O003989,C00201,2026-04-03,12898.25,grocery,0
O003990,C00506,2026-03-25,12561.1,home,0
O003991,C00506,2026-03-25,3183.46,electronics,0
O003992,C00506,2026-03-18,8122.47,grocery,0
O003993,C00506,2026-04-01,9760.18,apparel,0
O003994,C00506,2026-06-20,10523.87,electronics,0
O003995,C00506,2026-06-05,13056.48,beauty,0
O003996,C00506,2026-06-16,9407.23,beauty,0
O003997,C00506,2026-03-17,750.32,electronics,0
O003998,C00576,2026-04-23,8264.02,home,0
O003999,C00576,2026-07-22,4244.34,apparel,0
O004000,C00576,2026-05-15,6079.65,grocery,0
O004001,C00576,2026-07-20,2363.21,grocery,0
O004002,C00476,2026-06-24,10347.83,grocery,0
O004003,C00476,2026-05-28,11906.17,apparel,0
O004004,C00476,2026-08-12,3160.15,grocery,0
O004005,C00476,2026-09-03,5300.74,apparel,0
O004006,C00476,2026-07-31,10361.7,home,0
O004007,C00476,2026-07-06,11494.02,beauty,0
O004008,C00249,2026-03-18,5347.25,apparel,0
O004009,C00249,2026-07-17,2826.3,grocery,0
O004010,C00249,2026-09-02,10510.59,home,0
O004011,C00249,2026-08-28,11790.73,home,0
O004012,C00312,2026-08-30,8531.02,beauty,0
O004013,C00312,2026-03-23,677.19,beauty,0
O004014,C00312,2026-06-05,14357.01,grocery,0
O004015,C00299,2026-08-22,5010.49,beauty,1
O004016,C00299,2026-03-18,4523.38,home,0
O004017,C00299,2026-08-23,3154.15,grocery,1
O004018,C00299,2026-08-16,10228.77,grocery,1
O004019,C00299,2026-06-11,1395.29,electronics,0
O004020,C00299,2026-05-04,9105.32,apparel,0
O004021,C00299,2026-07-21,7966.68,home,1
O004022,C00206,2026-03-16,5654.09,beauty,1
O004023,C00206,2026-08-10,5081.12,beauty,0
O004024,C00206,2026-07-09,12465.71,apparel,0
O004025,C00206,2026-04-21,11015.31,home,0
O004026,C00206,2026-07-03,3452.67,beauty,0
O004027,C00206,2026-04-07,12734.37,grocery,0
O004028,C00206,2026-05-16,12042.41,beauty,0
O004029,C00206,2026-03-29,973.14,grocery,0
O004030,C00206,2026-07-01,12745.09,electronics,0
O004031,C00206,2026-07-07,11615.46,electronics,0
O004032,C00206,2026-07-06,5501.73,beauty,1
O004033,C00903,2026-04-26,14235.23,electronics,1
O004034,C00903,2026-07-21,7998.7,grocery,1
O004035,C00903,2026-05-16,11067.78,apparel,1
O004036,C00903,2026-04-12,398.88,home,1
O004037,C00903,2026-07-03,12717.12,grocery,1
O004038,C00903,2026-05-09,11574.69,beauty,1
O004039,C00903,2026-07-29,2311.69,home,1
O004040,C00903,2026-08-27,13719.52,beauty,1
